Reg_No,Variation Number,Service Number,Current Traffic Area,Lic_No,Discs in Possession,AUTHDISCS,Granted_Date,Exp_Date,Description,Op_ID,Op_Name,trading_name,Address,start_point,finish_point,via,effective_date,received_date,end_date,Service_Type_Other_Details,Licence Status,Registration Status,Pub_Text,Service_Type_Description,Short Notice,Subsidies_Description,Subsidies_Details,Auth_Description,TAO Covered BY Area,Registration Code
PF0007157/12,6,11,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB",Thorpe Acres,Shelthorpe,,04/08/2014,31/07/2014,,Variation to route and timetable within loughborough town centre.,Valid,Registered,Operating between Thorpe Acres and Shelthorpe given service number 11/12 effective from 04-Aug-2014. To amend Route and Timetable.,Normal Stopping,Yes,In Part,Leicestershire CC,Leicestershire County Council,East of England,12
PF0007157/14,5,5,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB",Loughborough (Hazel Rd Est),Loughborough (Ravensthorpe Dr),,16/02/2015,18/12/2014,,Vary timetable,Valid,Registered,Operating between Loughborough (Hazel Rd Est) and Loughborough (Ravensthorpe Dr) given service number 5 effective from 16-Feb-2015. To amend Timetable.,Normal Stopping,NO,No,,Leicestershire County Council,East of England,14
PF0007157/19,12,Skylink,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB",East Midlands Airport,Leicester,"Loughborough , Diseworth",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,Operating between East Midlands Airport and Leicester given service number Skylink effective from 29 October 2017. To amend Timetable.,Normal Stopping,Yes,No,,Leicestershire County Council,East of England,19
PF0007157/19,12,Skylink,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB",East Midlands Airport,Leicester,"Loughborough , Diseworth",29/10/2017,14/09/2017,,Variation to timetable,Valid,Registered,Operating between East Midlands Airport and Leicester given service number Skylink effective from 29 October 2017. To amend Timetable.,Normal Stopping,Yes,No,,Leicester City Council,East of England,19
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Leicestershire County Council,North East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Leicestershire County Council,North East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Nottingham City Council,North East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Nottingham City Council,North East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Nottinghamshire County Council,North East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Nottinghamshire County Council,North East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Leicestershire County Council,East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Leicestershire County Council,East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Nottingham City Council,East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Nottingham City Council,East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Nottinghamshire County Council,East of England,24
PF0007157/24,5,9,F,PF0007157,40,45,01/03/1993,28/02/2018,Standard National,15334,KINCHBUS LTD,,"MANSFIELD ROAD, HEANOR, DE75 7BG, GB","Loughborough, Baxtergate","Nottingham, Collin Street Stop C6",,09/07/2017,03/07/2017,,To introduce/ amend evening and Sunday timetables to remove excessive layover in Nottinghamshire City Centre as a result of the closure of Broadmarsh Bus Station.,Valid,Registered,"Operating between Loughborough, Baxtergate and Nottingham, Collin Street Stop C6 given service number 9 effective from 09 July 2017. To amend Timetable.",Normal Stopping,Yes,No,,Nottinghamshire County Council,East of England,24
PF0007162/3,3,HN04,F,PF0007162,13,13,01/06/1993,31/05/2018,Standard International,15257,HODSON COACHES LTD,,"SAXILBY ENTERPRISE PARK, UNIT 1, SKELLINGTHORPE ROAD, SAXILBY, LINCOLN, LN1 2LR, GB",Coleby,Sleaford,,01/09/2015,01/06/2015,,"Vary Route, Stopping places/ and timetable.

",Valid,Registered,"Operating between Coleby and Sleaford given service number HN04 effective from 01-Sep-2015. To amend Route, Stopping Places and Timetable.",Limited Stop,NO,No,,Lincolnshire County Council,East of England,3
PF0007162/12,2,9006,F,PF0007162,13,13,01/06/1993,31/05/2018,Standard International,15257,HODSON COACHES LTD,,"SAXILBY ENTERPRISE PARK, UNIT 1, SKELLINGTHORPE ROAD, SAXILBY, LINCOLN, LN1 2LR, GB","HIGH STREET,  MARTON","WILLIAM FARR SCHOOL, WALTON LINCS",,01/01/2015,16/10/2014,,,Valid,Registered,"Operating between HIGH STREET,  MARTON and WILLIAM FARR SCHOOL, WALTON LINCS given service number 9006 effective from 01-Jan-2015. To amend Stopping Places.",School or Works,NO,No,,Lincolnshire County Council,East of England,12
PF0007168/2,1,842,F,PF0007168,2,2,02/08/1993,31/07/2018,Standard National,15260,COUNTRYMAN COACHES MOTOR OMNIBUS CO LTD,COUNTRY HOPPER,"213 MELBOURNE ROAD, IBSTOCK, LE67 6NQ, GB",SWANNINGTON/COALVILLE,CASTLE ROCK SCHOOL,"WHITWICK,COALVILLE,SWANNINGTON",16/09/2002,16/09/2002,,SCHOOLDAYS ONLY,Valid,Registered,Operating between SWANNINGTON/COALVILLE and CASTLE ROCK SCHOOL given service number 842/883 effective from 16-Sep-2002. To amend Route and Timetable.,Normal Stopping,Yes,Yes,LEICS CC,Leicestershire County Council,East of England,2
PF0007168/2,1,842,F,PF0007168,2,2,02/08/1993,31/07/2018,Standard National,15260,COUNTRYMAN COACHES MOTOR OMNIBUS CO LTD,COUNTRY HOPPER,"213 MELBOURNE ROAD, IBSTOCK, LE67 6NQ, GB",SWANNINGTON/COALVILLE,CASTLE ROCK SCHOOL,"WHITWICK,COALVILLE,SWANNINGTON",16/09/2002,16/09/2002,,SCHOOLDAYS ONLY,Valid,Registered,Operating between SWANNINGTON/COALVILLE and CASTLE ROCK SCHOOL given service number 842/883 effective from 16-Sep-2002. To amend Route and Timetable.,Rural Bus Service,Yes,Yes,LEICS CC,Leicestershire County Council,East of England,2
PF0007183/1,0,176,F,PF0007183,5,9,11/02/1992,31/01/2022,Standard International,15265,MICHAEL EDWARD FREDERICK BURTON & JACQUELINE ANN BURTON,JCS COACHES,"STANION, 15 BERWICK ROAD, KETTERING, NN14 1BT, GB",Stamford  ,Leicester,,08/04/2002,,,,Valid,Registered,,,NO,No,,,East of England,1
PF0007183/2,0,CK201,F,PF0007183,5,9,11/02/1992,31/01/2022,Standard International,15265,MICHAEL EDWARD FREDERICK BURTON & JACQUELINE ANN BURTON,JCS COACHES,"STANION, 15 BERWICK ROAD, KETTERING, NN14 1BT, GB",STOKE ALBANY,CORBY,,02/09/2002,,,,Valid,Registered,,,NO,No,,,East of England,2
PF0007183/3,0,OT11,F,PF0007183,5,9,11/02/1992,31/01/2022,Standard International,15265,MICHAEL EDWARD FREDERICK BURTON & JACQUELINE ANN BURTON,JCS COACHES,"STANION, 15 BERWICK ROAD, KETTERING, NN14 1BT, GB",WELDON,KINGS CLIFFE SCHOOL,,02/09/2002,,,,Valid,Registered,,,NO,No,,,East of England,3
PF1000669/4,0,390,F,PF1000669,5,6,28/01/2002,31/12/2021,Standard International,71810,WILLIAM NORMAN,W & M TRAVEL,"PARSON DROVE, 211 MAIN RD, CHURCH END, WISBECH, PE13 4LF, GB",Wisbech Horsefair Bus Station Bay 2,"Peterborough, Queensgate Bus Station Bay 1A",,17/02/2010,26/01/2010,,"Weekly every Wednesday, once a day.",Valid,Registered,"From: Wisbech Horsefair Bus Station Bay 2
To: Peterborough, Queensgate Bus Station Bay 1A
Via: 
Name or No: 390
Service Type: Normal Stopping
Effective Date: 17-Feb-2010
Other Details: Weekly every Wednesday, once a day.",Normal Stopping,Yes,Yes,Cambridgeshire CC,Lincolnshire County Council,East of England,4
PF1000669/4,0,390,F,PF1000669,5,6,28/01/2002,31/12/2021,Standard International,71810,WILLIAM NORMAN,W & M TRAVEL,"PARSON DROVE, 211 MAIN RD, CHURCH END, WISBECH, PE13 4LF, GB",Wisbech Horsefair Bus Station Bay 2,"Peterborough, Queensgate Bus Station Bay 1A",,17/02/2010,26/01/2010,,"Weekly every Wednesday, once a day.",Valid,Registered,"From: Wisbech Horsefair Bus Station Bay 2
To: Peterborough, Queensgate Bus Station Bay 1A
Via: 
Name or No: 390
Service Type: Normal Stopping
Effective Date: 17-Feb-2010
Other Details: Weekly every Wednesday, once a day.",Normal Stopping,Yes,Yes,Cambridgeshire CC,Peterborough City Council,East of England,4
PF1000669/4,0,390,F,PF1000669,5,6,28/01/2002,31/12/2021,Standard International,71810,WILLIAM NORMAN,W & M TRAVEL,"PARSON DROVE, 211 MAIN RD, CHURCH END, WISBECH, PE13 4LF, GB",Wisbech Horsefair Bus Station Bay 2,"Peterborough, Queensgate Bus Station Bay 1A",,17/02/2010,26/01/2010,,"Weekly every Wednesday, once a day.",Valid,Registered,"From: Wisbech Horsefair Bus Station Bay 2
To: Peterborough, Queensgate Bus Station Bay 1A
Via: 
Name or No: 390
Service Type: Normal Stopping
Effective Date: 17-Feb-2010
Other Details: Weekly every Wednesday, once a day.",Normal Stopping,Yes,Yes,Cambridgeshire CC,Cambridgeshire County Council,East of England,4
PF1000671/2,8,336,F,PF1000671,50,50,05/02/2002,31/01/2022,Standard National,71812,CAROUSEL BUSES LTD,,"WATLINGTON ROAD, COWLEY HOUSE, COWLEY, OXFORD, OX4 6GA, GB",High Wycombe Bus Station,"Watford, Clarendon Road",Amersham,23/02/2015,22/12/2014,,Monday to Saturday,Valid,Registered,"Operating between High Wycombe Bus Station and Watford, Clarendon Road given service number 336/X336 effective from 23-Feb-2015. To amend Route and Timetable.",Normal Stopping,NO,In Part,BUCKS CC,Buckinghamshire County Council,East of England,2
PF1000671/13,15,A40,F,PF1000671,50,50,05/02/2002,31/01/2022,Standard National,71812,CAROUSEL BUSES LTD,,"WATLINGTON ROAD, COWLEY HOUSE, COWLEY, OXFORD, OX4 6GA, GB",HIGH WYCOMBE BUS STATION,HEATHROW AIRPORT CENTRAL BUS STATION,"WYCOMBE MARSH, LOUDWATER STATION ROAD, HOLTSPUR, BEACONSFIELD, GERRARDS CROSS AND UXBRIDGE",05/06/2016,08/04/2016,,"Variation to timetable and route

Additional journeys to operate between High Wycombe and Beaconsfield on Sundays and Public Holidays with an additinal route variation added",Valid,Registered,Operating between HIGH WYCOMBE BUS STATION and HEATHROW AIRPORT CENTRAL BUS STATION given service number A40/740 effective from 05-Jun-2016. To amend Route and Timetable.,Normal Stopping,NO,No,BUCKS CC,Buckinghamshire County Council,East of England,13
PF1000671/20,15,1,F,PF1000671,50,50,05/02/2002,31/01/2022,Standard National,71812,CAROUSEL BUSES LTD,,"WATLINGTON ROAD, COWLEY HOUSE, COWLEY, OXFORD, OX4 6GA, GB",HIGH WYCOMBE BUS STATION,CHESHAM GRAMMAR SCHOOL,AMERSHAM,29/10/2017,01/09/2017,,Vary Monday to Friday timetable,Valid,Registered,Operating between HIGH WYCOMBE BUS STATION and CHESHAM GRAMMAR SCHOOL given service number 1 effective from 29 October 2017. To amend Timetable.,Normal Stopping,NO,No,,Buckinghamshire County Council,East of England,20
PF1000671/22,3,5,F,PF1000671,50,50,05/02/2002,31/01/2022,Standard National,71812,CAROUSEL BUSES LTD,,"WATLINGTON ROAD, COWLEY HOUSE, COWLEY, OXFORD, OX4 6GA, GB",Desborough Avenue,Sir William Ramsay School,High Wycombe,04/09/2016,08/07/2016,,Revised route and timetable,Valid,Registered,Operating between Desborough Avenue and Sir William Ramsay School given service number 5 effective from 04-Sep-2016. To amend Route and Timetable.,Normal Stopping,NO,In Part,Bucks cc,Buckinghamshire County Council,East of England,22
PF1000671/49,6,730,F,PF1000671,50,50,05/02/2002,31/01/2022,Standard National,71812,CAROUSEL BUSES LTD,,"WATLINGTON ROAD, COWLEY HOUSE, COWLEY, OXFORD, OX4 6GA, GB","Uxbridge, York Road",Hemel Hempstead Bus Station,The Chalfonts,29/10/2017,01/09/2017,,Variation to timetable,Valid,Registered,"Operating between Uxbridge, York Road and Hemel Hempstead Bus Station given service number 730 effective from 29 October 2017. To amend Timetable.",Normal Stopping,NO,In Part,Bucks CC,Buckinghamshire County Council,East of England,49
PF1000671/54,1,581,F,PF1000671,50,50,05/02/2002,31/01/2022,Standard National,71812,CAROUSEL BUSES LTD,,"WATLINGTON ROAD, COWLEY HOUSE, COWLEY, OXFORD, OX4 6GA, GB","Beaconsfield, Higher Denham","Uxbridge, Windsor",,27/01/2013,30/11/2012,,Vary timetable.,Valid,Registered,"Operating between Beaconsfield, Higher Denham and Uxbridge, Windsor given service number 581/582 effective from 27-Jan-2013. To amend Timetable.",Normal Stopping,NO,Yes,Bucks CC,Transport For London,East of England,54
PF1000671/54,1,581,F,PF1000671,50,50,05/02/2002,31/01/2022,Standard National,71812,CAROUSEL BUSES LTD,,"WATLINGTON ROAD, COWLEY HOUSE, COWLEY, OXFORD, OX4 6GA, GB","Beaconsfield, Higher Denham","Uxbridge, Windsor",,27/01/2013,30/11/2012,,Vary timetable.,Valid,Registered,"Operating between Beaconsfield, Higher Denham and Uxbridge, Windsor given service number 581/582 effective from 27-Jan-2013. To amend Timetable.",Normal Stopping,NO,Yes,Bucks CC,Transport For London,East of England,54
PF1000671/54,1,581,F,PF1000671,50,50,05/02/2002,31/01/2022,Standard National,71812,CAROUSEL BUSES LTD,,"WATLINGTON ROAD, COWLEY HOUSE, COWLEY, OXFORD, OX4 6GA, GB","Beaconsfield, Higher Denham","Uxbridge, Windsor",,27/01/2013,30/11/2012,,Vary timetable.,Valid,Registered,"Operating between Beaconsfield, Higher Denham and Uxbridge, Windsor given service number 581/582 effective from 27-Jan-2013. To amend Timetable.",Normal Stopping,NO,Yes,Bucks CC,Buckinghamshire County Council,East of England,54
PF1000671/54,1,581,F,PF1000671,50,50,05/02/2002,31/01/2022,Standard National,71812,CAROUSEL BUSES LTD,,"WATLINGTON ROAD, COWLEY HOUSE, COWLEY, OXFORD, OX4 6GA, GB","Beaconsfield, Higher Denham","Uxbridge, Windsor",,27/01/2013,30/11/2012,,Vary timetable.,Valid,Registered,"Operating between Beaconsfield, Higher Denham and Uxbridge, Windsor given service number 581/582 effective from 27-Jan-2013. To amend Timetable.",Normal Stopping,NO,Yes,Bucks CC,Buckinghamshire County Council,East of England,54
